Ngày,Cao
17/05/2013,34.87
20/05/2013,35.09
21/05/2013,35.27
22/05/2013,34.84
23/05/2013,34.55
24/05/2013,34.28
28/05/2013,35.18
29/05/2013,35.02
30/05/2013,35.25
31/05/2013,35.28
03/06/2013,35.63
04/06/2013,35.74
05/06/2013,34.89
06/06/2013,35.11
07/06/2013,35.78
10/06/2013,35.65
11/06/2013,35.18
12/06/2013,35.27
13/06/2013,35.02
14/06/2013,34.69
17/06/2013,35.16
18/06/2013,35.17
19/06/2013,35.09
20/06/2013,34.33
21/06/2013,33.73
24/06/2013,34.2
25/06/2013,34.38
26/06/2013,34.48
27/06/2013,34.78
28/06/2013,34.79
01/07/2013,34.99
02/07/2013,34.44
03/07/2013,34.37
05/07/2013,34.24
08/07/2013,34.59
09/07/2013,34.6
10/07/2013,34.81
11/07/2013,35.77
12/07/2013,35.73
15/07/2013,36.22
16/07/2013,36.43
17/07/2013,36.39
18/07/2013,35.89
19/07/2013,32.67
22/07/2013,32.01
23/07/2013,32.04
24/07/2013,32.19
25/07/2013,31.65
26/07/2013,31.62
29/07/2013,31.6
30/07/2013,32.12
31/07/2013,32.05
01/08/2013,32.09
02/08/2013,31.9
05/08/2013,32.0
06/08/2013,31.67
07/08/2013,32.1
08/08/2013,33.07
09/08/2013,32.9
12/08/2013,32.97
13/08/2013,32.55
14/08/2013,33.36
15/08/2013,32.18
16/08/2013,31.99
19/08/2013,31.97
20/08/2013,31.9
21/08/2013,32.01
22/08/2013,32.49
23/08/2013,35.2
26/08/2013,34.67
27/08/2013,34.1
28/08/2013,33.6
29/08/2013,33.6
30/08/2013,33.48
03/09/2013,32.07
04/09/2013,31.47
05/09/2013,31.44
06/09/2013,31.39
09/09/2013,31.79
10/09/2013,32.4
11/09/2013,32.93
12/09/2013,32.78
13/09/2013,33.07
16/09/2013,33.5
17/09/2013,33.47
18/09/2013,33.4
19/09/2013,33.68
20/09/2013,33.48
23/09/2013,32.97
24/09/2013,32.87
25/09/2013,32.8
26/09/2013,33.0
27/09/2013,33.75
30/09/2013,33.31
01/10/2013,33.61
02/10/2013,34.03
03/10/2013,34.0
04/10/2013,33.99
07/10/2013,33.71
08/10/2013,33.33
09/10/2013,33.35
10/10/2013,33.89
11/10/2013,34.14
14/10/2013,34.5
15/10/2013,34.99
16/10/2013,34.9
17/10/2013,34.99
18/10/2013,34.99
21/10/2013,35.2
22/10/2013,35.1
23/10/2013,34.49
24/10/2013,34.1
25/10/2013,36.29
28/10/2013,35.73
29/10/2013,35.72
30/10/2013,35.79
31/10/2013,35.69
01/11/2013,35.69
04/11/2013,35.98
05/11/2013,36.71
06/11/2013,38.22
07/11/2013,38.01
08/11/2013,37.78
11/11/2013,37.77
12/11/2013,37.59
13/11/2013,38.16
14/11/2013,38.13
15/11/2013,38.02
18/11/2013,37.58
19/11/2013,37.23
20/11/2013,37.41
21/11/2013,37.53
22/11/2013,37.68
25/11/2013,37.95
26/11/2013,37.65
27/11/2013,37.76
29/11/2013,38.29
02/12/2013,38.78
03/12/2013,38.49
04/12/2013,38.98
05/12/2013,38.88
06/12/2013,38.55
09/12/2013,38.87
10/12/2013,38.9
11/12/2013,38.3
12/12/2013,37.64
13/12/2013,37.45
16/12/2013,37.0
17/12/2013,37.11
18/12/2013,36.6
19/12/2013,36.55
20/12/2013,36.93
23/12/2013,36.89
24/12/2013,37.17
26/12/2013,37.49
27/12/2013,37.62
30/12/2013,37.38
31/12/2013,37.58
02/01/2014,37.4
03/01/2014,37.22
06/01/2014,36.89
07/01/2014,36.49
08/01/2014,36.14
09/01/2014,35.91
10/01/2014,36.15
13/01/2014,36.02
14/01/2014,35.88
15/01/2014,36.79
16/01/2014,37.0
17/01/2014,36.83
21/01/2014,36.82
22/01/2014,36.32
23/01/2014,36.13
24/01/2014,37.55
27/01/2014,36.89
28/01/2014,36.39
29/01/2014,36.88
30/01/2014,36.88
31/01/2014,37.89
03/02/2014,37.98
04/02/2014,37.19
05/02/2014,36.47
06/02/2014,36.25
07/02/2014,36.59
10/02/2014,36.8
11/02/2014,37.26
12/02/2014,37.6
13/02/2014,37.86
14/02/2014,37.78
18/02/2014,37.78
19/02/2014,37.75
20/02/2014,37.87
21/02/2014,38.35
24/02/2014,37.98
25/02/2014,37.85
26/02/2014,37.74
27/02/2014,37.89
28/02/2014,38.46
03/03/2014,38.13
04/03/2014,38.48
05/03/2014,38.27
06/03/2014,38.24
07/03/2014,38.36
10/03/2014,38.01
11/03/2014,38.23
12/03/2014,38.43
13/03/2014,38.45
14/03/2014,38.13
17/03/2014,38.41
18/03/2014,39.9
19/03/2014,39.55
20/03/2014,40.65
21/03/2014,40.94
24/03/2014,40.64
25/03/2014,40.99
26/03/2014,40.7
27/03/2014,39.97
28/03/2014,40.63
31/03/2014,41.5
01/04/2014,41.59
02/04/2014,41.66
03/04/2014,41.29
04/04/2014,41.39
07/04/2014,40.27
08/04/2014,39.93
09/04/2014,40.55
10/04/2014,40.69
11/04/2014,39.79
14/04/2014,39.41
15/04/2014,39.96
16/04/2014,40.41
17/04/2014,40.2
21/04/2014,40.15
22/04/2014,40.14
23/04/2014,39.99
24/04/2014,39.97
25/04/2014,40.68
28/04/2014,41.29
29/04/2014,41.19
30/04/2014,40.5
01/05/2014,40.36
02/05/2014,40.34
05/05/2014,39.64
06/05/2014,39.35
07/05/2014,39.51
08/05/2014,39.9
09/05/2014,39.85
12/05/2014,40.02
13/05/2014,40.5
14/05/2014,40.45
15/05/2014,40.4
16/05/2014,39.84
19/05/2014,39.82
20/05/2014,39.94
21/05/2014,40.35
22/05/2014,40.35
23/05/2014,40.37
27/05/2014,40.26
28/05/2014,40.19
29/05/2014,40.35
30/05/2014,40.97
02/06/2014,41.09
03/06/2014,40.68
04/06/2014,40.37
05/06/2014,41.25
06/06/2014,41.66
09/06/2014,41.48
10/06/2014,41.16
11/06/2014,41.07
12/06/2014,40.88
13/06/2014,41.56
16/06/2014,41.61
17/06/2014,41.91
18/06/2014,41.74
19/06/2014,41.77
20/06/2014,41.83
23/06/2014,42.0
24/06/2014,41.94
25/06/2014,42.05
26/06/2014,41.94
27/06/2014,42.29
30/06/2014,42.21
01/07/2014,42.15
02/07/2014,41.9
03/07/2014,41.99
07/07/2014,42.12
08/07/2014,42.0
09/07/2014,41.99
10/07/2014,42.0
11/07/2014,42.09
14/07/2014,42.45
15/07/2014,42.47
16/07/2014,44.31
17/07/2014,45.71
18/07/2014,44.84
21/07/2014,45.16
22/07/2014,45.15
23/07/2014,45.45
24/07/2014,45.0
25/07/2014,44.66
28/07/2014,44.51
29/07/2014,44.09
30/07/2014,44.1
31/07/2014,43.69
01/08/2014,43.25
04/08/2014,43.47
05/08/2014,43.46
06/08/2014,43.17
07/08/2014,43.45
08/08/2014,43.31
11/08/2014,43.45
12/08/2014,43.59
13/08/2014,44.18
14/08/2014,44.42
15/08/2014,44.9
18/08/2014,45.11
19/08/2014,45.34
20/08/2014,45.4
21/08/2014,45.25
22/08/2014,45.47
25/08/2014,45.44
26/08/2014,45.4
27/08/2014,45.0
28/08/2014,44.98
29/08/2014,45.44
02/09/2014,45.46
03/09/2014,45.11
04/09/2014,45.27
05/09/2014,45.93
08/09/2014,46.8
09/09/2014,46.97
10/09/2014,46.94
11/09/2014,47.0
12/09/2014,47.02
15/09/2014,46.71
16/09/2014,46.85
17/09/2014,46.69
18/09/2014,46.83
19/09/2014,47.57
22/09/2014,47.38
23/09/2014,46.98
24/09/2014,47.11
25/09/2014,47.09
26/09/2014,46.62
29/09/2014,46.56
30/09/2014,46.48
01/10/2014,46.53
02/10/2014,46.1
03/10/2014,46.3
06/10/2014,46.3
07/10/2014,45.93
08/10/2014,46.89
09/10/2014,46.8
10/10/2014,46.12
13/10/2014,44.56
14/10/2014,44.38
15/10/2014,43.39
16/10/2014,43.08
17/10/2014,43.94
20/10/2014,44.14
21/10/2014,44.98
22/10/2014,45.07
23/10/2014,45.45
24/10/2014,46.9
27/10/2014,46.1
28/10/2014,46.5
29/10/2014,46.7
30/10/2014,46.32
31/10/2014,46.97
03/11/2014,47.46
04/11/2014,47.73
05/11/2014,47.9
06/11/2014,48.86
07/11/2014,48.92
10/11/2014,49.15
11/11/2014,48.95
12/11/2014,48.92
13/11/2014,49.65
14/11/2014,50.05
17/11/2014,49.7
18/11/2014,49.33
19/11/2014,48.75
20/11/2014,48.7
21/11/2014,49.05
24/11/2014,48.0
25/11/2014,47.97
26/11/2014,47.99
28/11/2014,48.2
01/12/2014,48.78
02/12/2014,49.05
03/12/2014,48.5
04/12/2014,49.06
05/12/2014,48.97
08/12/2014,48.35
09/12/2014,47.92
10/12/2014,47.66
11/12/2014,47.74
12/12/2014,47.73
15/12/2014,47.67
16/12/2014,46.34
17/12/2014,45.95
18/12/2014,47.52
19/12/2014,48.1
22/12/2014,48.12
23/12/2014,48.8
24/12/2014,48.64
26/12/2014,48.41
29/12/2014,47.78
30/12/2014,47.62
31/12/2014,47.44
02/01/2015,47.42
05/01/2015,46.73
06/01/2015,46.75
07/01/2015,46.46
08/01/2015,47.75
09/01/2015,47.82
12/01/2015,47.54
13/01/2015,47.91
14/01/2015,46.24
15/01/2015,46.38
16/01/2015,46.28
20/01/2015,46.65
21/01/2015,46.14
22/01/2015,47.13
23/01/2015,47.39
26/01/2015,47.13
27/01/2015,43.2
28/01/2015,42.79
29/01/2015,42.12
30/01/2015,41.58
02/02/2015,41.37
03/02/2015,41.93
04/02/2015,42.21
05/02/2015,42.64
06/02/2015,42.79
09/02/2015,42.74
10/02/2015,42.77
11/02/2015,42.65
12/02/2015,43.09
13/02/2015,43.87
17/02/2015,44.0
18/02/2015,43.7
19/02/2015,43.53
20/02/2015,43.88
23/02/2015,44.19
24/02/2015,44.3
25/02/2015,44.09
26/02/2015,44.23
27/02/2015,44.2
02/03/2015,44.19
03/03/2015,43.83
04/03/2015,43.21
05/03/2015,43.24
06/03/2015,43.11
09/03/2015,43.12
10/03/2015,42.71
11/03/2015,42.37
12/03/2015,41.65
13/03/2015,41.47
16/03/2015,41.64
17/03/2015,41.83
18/03/2015,42.83
19/03/2015,42.59
20/03/2015,42.98
23/03/2015,43.13
24/03/2015,43.17
25/03/2015,42.92
26/03/2015,41.61
27/03/2015,41.43
30/03/2015,41.54
31/03/2015,41.03
01/04/2015,40.76
02/04/2015,40.74
06/04/2015,41.78
07/04/2015,41.91
08/04/2015,41.69
09/04/2015,41.62
10/04/2015,41.95
13/04/2015,42.06
14/04/2015,42.03
15/04/2015,42.46
16/04/2015,42.34
17/04/2015,41.74
20/04/2015,43.17
21/04/2015,43.15
22/04/2015,43.13
23/04/2015,43.61
24/04/2015,48.14
27/04/2015,48.13
28/04/2015,49.21
29/04/2015,49.31
30/04/2015,49.54
01/05/2015,48.88
04/05/2015,48.87
05/05/2015,48.16
06/05/2015,47.77
07/05/2015,47.09
08/05/2015,47.98
11/05/2015,47.91
12/05/2015,47.68
13/05/2015,48.32
14/05/2015,48.82
15/05/2015,48.91
18/05/2015,48.22
19/05/2015,47.81
20/05/2015,47.93
21/05/2015,47.6
22/05/2015,47.35
26/05/2015,46.88
27/05/2015,47.77
28/05/2015,48.02
29/05/2015,47.57
01/06/2015,47.77
02/06/2015,47.35
03/06/2015,47.73
04/06/2015,47.16
05/06/2015,46.52
08/06/2015,46.43
09/06/2015,45.94
10/06/2015,46.83
11/06/2015,46.92
12/06/2015,46.47
15/06/2015,45.65
16/06/2015,46.24
17/06/2015,46.07
18/06/2015,46.8
19/06/2015,46.83
22/06/2015,46.72
23/06/2015,46.28
24/06/2015,46.24
25/06/2015,46.06
26/06/2015,46.28
29/06/2015,45.23
30/06/2015,44.72
01/07/2015,45.23
02/07/2015,44.75
06/07/2015,44.48
07/07/2015,44.49
08/07/2015,44.9
09/07/2015,45.22
10/07/2015,45.14
13/07/2015,45.62
14/07/2015,45.96
15/07/2015,45.89
16/07/2015,46.69
17/07/2015,46.78
20/07/2015,47.13
21/07/2015,47.33
22/07/2015,46.93
23/07/2015,46.23
24/07/2015,46.32
27/07/2015,46.01
28/07/2015,45.64
29/07/2015,46.78
30/07/2015,47.4
31/07/2015,47.37
03/08/2015,47.0
04/08/2015,47.71
05/08/2015,48.41
06/08/2015,47.77
07/08/2015,46.78
10/08/2015,47.49
11/08/2015,46.94
12/08/2015,46.9
13/08/2015,47.1
14/08/2015,47.1
17/08/2015,47.45
18/08/2015,47.43
19/08/2015,47.08
20/08/2015,46.47
21/08/2015,45.48
24/08/2015,43.31
25/08/2015,43.24
26/08/2015,42.84
27/08/2015,43.95
28/08/2015,44.15
31/08/2015,43.93
01/09/2015,42.59
02/09/2015,43.38
03/09/2015,43.98
04/09/2015,43.04
08/09/2015,44.0
09/09/2015,44.4
10/09/2015,43.79
11/09/2015,43.59
14/09/2015,43.44
15/09/2015,44.29
16/09/2015,44.38
17/09/2015,45.0
18/09/2015,43.99
21/09/2015,44.47
22/09/2015,44.05
23/09/2015,44.17
24/09/2015,44.13
25/09/2015,44.73
28/09/2015,44.09
29/09/2015,43.57
30/09/2015,44.3
01/10/2015,44.75
02/10/2015,45.57
05/10/2015,46.89
06/10/2015,47.17
07/10/2015,47.35
08/10/2015,47.52
09/10/2015,47.54
12/10/2015,47.07
13/10/2015,47.13
14/10/2015,47.1
15/10/2015,47.03
16/10/2015,47.54
19/10/2015,47.88
20/10/2015,47.81
21/10/2015,47.99
22/10/2015,48.95
23/10/2015,54.07
26/10/2015,54.32
27/10/2015,54.37
28/10/2015,53.98
29/10/2015,53.83
30/10/2015,53.99
02/11/2015,53.36
03/11/2015,54.39
04/11/2015,54.88
05/11/2015,54.7
06/11/2015,54.98
09/11/2015,54.87
10/11/2015,54.13
11/11/2015,54.2
12/11/2015,53.98
13/11/2015,53.29
16/11/2015,53.89
17/11/2015,53.53
18/11/2015,53.98
19/11/2015,54.66
20/11/2015,54.3
23/11/2015,54.46
24/11/2015,54.44
25/11/2015,54.23
27/11/2015,54.08
30/11/2015,54.96
01/12/2015,55.23
02/12/2015,55.96
03/12/2015,55.77
04/12/2015,56.23
07/12/2015,55.97
08/12/2015,56.1
09/12/2015,55.87
10/12/2015,55.66
11/12/2015,55.1
14/12/2015,55.21
15/12/2015,55.9
16/12/2015,56.24
17/12/2015,56.79
18/12/2015,56.0
21/12/2015,55.35
22/12/2015,55.48
23/12/2015,55.88
24/12/2015,55.96
28/12/2015,55.95
29/12/2015,56.85
30/12/2015,56.78
31/12/2015,56.19
04/01/2016,54.8
05/01/2016,55.39
06/01/2016,54.4
07/01/2016,53.48
08/01/2016,53.28
11/01/2016,52.85
12/01/2016,53.1
13/01/2016,54.07
14/01/2016,53.42
15/01/2016,51.97
19/01/2016,51.68
20/01/2016,51.38
21/01/2016,51.58
22/01/2016,52.33
25/01/2016,52.65
26/01/2016,52.44
27/01/2016,52.2
28/01/2016,52.21
29/01/2016,55.09
01/02/2016,55.09
02/02/2016,54.26
03/02/2016,53.39
04/02/2016,52.81
05/02/2016,52.0
08/02/2016,49.57
09/02/2016,50.24
10/02/2016,50.39
11/02/2016,50.11
12/02/2016,50.68
16/02/2016,51.09
17/02/2016,52.77
18/02/2016,52.95
19/02/2016,52.28
22/02/2016,53.0
23/02/2016,52.37
24/02/2016,51.5
25/02/2016,52.1
26/02/2016,52.68
27/02/2016,51.34
29/02/2016,51.65
01/03/2016,52.59
02/03/2016,52.96
03/03/2016,52.97
04/03/2016,52.45
07/03/2016,51.8
08/03/2016,52.13
09/03/2016,52.85
10/03/2016,52.94
11/03/2016,53.07
14/03/2016,53.59
15/03/2016,53.59
16/03/2016,54.6
17/03/2016,55.0
18/03/2016,54.97
21/03/2016,53.93
22/03/2016,54.25
23/03/2016,54.24
24/03/2016,54.33
28/03/2016,54.29
29/03/2016,54.86
30/03/2016,55.64
31/03/2016,55.59
01/04/2016,55.61
04/04/2016,55.66
05/04/2016,55.3
06/04/2016,55.2
07/04/2016,54.91
08/04/2016,55.28
11/04/2016,55.15
12/04/2016,54.78
13/04/2016,55.44
14/04/2016,55.58
15/04/2016,55.92
18/04/2016,56.59
19/04/2016,56.77
20/04/2016,56.5
21/04/2016,56.23
22/04/2016,52.43
25/04/2016,52.13
26/04/2016,52.35
27/04/2016,51.5
28/04/2016,50.77
29/04/2016,50.25
02/05/2016,50.75
03/05/2016,50.41
04/05/2016,50.06
05/05/2016,50.3
06/05/2016,50.39
09/05/2016,50.59
10/05/2016,51.1
11/05/2016,51.78
12/05/2016,51.81
13/05/2016,51.9
16/05/2016,51.96
17/05/2016,51.73
18/05/2016,51.14
19/05/2016,50.62
20/05/2016,51.22
23/05/2016,50.68
24/05/2016,51.71
25/05/2016,52.49
26/05/2016,51.98
27/05/2016,52.32
31/05/2016,53.0
01/06/2016,52.95
02/06/2016,52.74
03/06/2016,52.42
06/06/2016,52.35
07/06/2016,52.73
08/06/2016,52.44
09/06/2016,52.0
10/06/2016,52.05
13/06/2016,50.72
14/06/2016,50.1
15/06/2016,50.12
16/06/2016,50.47
17/06/2016,50.43
20/06/2016,50.83
21/06/2016,51.43
22/06/2016,51.46
23/06/2016,52.06
24/06/2016,50.94
27/06/2016,49.15
28/06/2016,49.47
29/06/2016,50.72
30/06/2016,51.3
01/07/2016,51.72
05/07/2016,51.28
06/07/2016,51.54
07/07/2016,51.61
08/07/2016,52.36
11/07/2016,52.83
12/07/2016,53.4
13/07/2016,53.86
14/07/2016,53.99
15/07/2016,54.0
18/07/2016,54.34
19/07/2016,53.9
20/07/2016,56.84
21/07/2016,56.23
22/07/2016,56.63
25/07/2016,56.74
26/07/2016,57.29
27/07/2016,56.8
28/07/2016,56.37
29/07/2016,56.76
01/08/2016,56.75
02/08/2016,56.9
03/08/2016,57.11
04/08/2016,57.52
05/08/2016,58.21
08/08/2016,58.09
09/08/2016,58.5
10/08/2016,58.32
11/08/2016,58.45
12/08/2016,58.19
15/08/2016,58.5
16/08/2016,57.62
17/08/2016,57.68
18/08/2016,57.7
19/08/2016,57.73
22/08/2016,57.75
23/08/2016,58.18
24/08/2016,58.04
25/08/2016,58.29
26/08/2016,58.7
29/08/2016,58.6
30/08/2016,58.19
31/08/2016,57.8
01/09/2016,57.82
02/09/2016,58.19
06/09/2016,57.8
07/09/2016,57.84
08/09/2016,57.79
09/09/2016,57.52
12/09/2016,57.2
13/09/2016,56.65
14/09/2016,56.63
15/09/2016,57.35
16/09/2016,57.63
19/09/2016,57.75
20/09/2016,57.35
21/09/2016,57.85
22/09/2016,58.0
23/09/2016,57.91
26/09/2016,57.14
27/09/2016,58.06
28/09/2016,58.06
29/09/2016,58.17
30/09/2016,57.77
03/10/2016,57.55
04/10/2016,57.59
05/10/2016,57.96
06/10/2016,57.86
07/10/2016,57.98
10/10/2016,58.39
11/10/2016,58.02
12/10/2016,57.27
13/10/2016,57.3
14/10/2016,57.74
17/10/2016,57.46
18/10/2016,57.95
19/10/2016,57.84
20/10/2016,57.52
21/10/2016,60.45
24/10/2016,61.0
25/10/2016,61.37
26/10/2016,61.2
27/10/2016,60.83
28/10/2016,60.52
31/10/2016,60.42
01/11/2016,60.02
02/11/2016,59.93
03/11/2016,59.64
04/11/2016,59.28
07/11/2016,60.52
08/11/2016,60.78
09/11/2016,60.59
10/11/2016,60.49
11/11/2016,59.12
14/11/2016,59.08
15/11/2016,59.49
16/11/2016,59.66
17/11/2016,60.95
18/11/2016,61.14
21/11/2016,60.97
22/11/2016,61.26
23/11/2016,61.1
25/11/2016,60.53
28/11/2016,61.02
29/11/2016,61.41
30/11/2016,61.18
01/12/2016,60.15
02/12/2016,59.47
05/12/2016,60.59
06/12/2016,60.46
07/12/2016,61.38
08/12/2016,61.58
09/12/2016,61.99
12/12/2016,62.3
13/12/2016,63.42
14/12/2016,63.45
15/12/2016,63.15
16/12/2016,62.95
19/12/2016,63.77
20/12/2016,63.8
21/12/2016,63.7
22/12/2016,64.1
23/12/2016,63.54
27/12/2016,64.07
28/12/2016,63.4
29/12/2016,63.2
30/12/2016,62.99
03/01/2017,62.84
04/01/2017,62.75
05/01/2017,62.66
06/01/2017,63.15
09/01/2017,63.08
10/01/2017,63.07
11/01/2017,63.23
12/01/2017,63.4
13/01/2017,62.87
17/01/2017,62.7
18/01/2017,62.7
19/01/2017,62.98
20/01/2017,62.82
23/01/2017,63.12
24/01/2017,63.73
25/01/2017,64.1
26/01/2017,64.53
27/01/2017,65.91
30/01/2017,65.79
31/01/2017,65.15
01/02/2017,64.62
02/02/2017,63.41
03/02/2017,63.7
06/02/2017,63.65
07/02/2017,63.78
08/02/2017,63.81
09/02/2017,64.44
10/02/2017,64.3
13/02/2017,64.86
14/02/2017,64.72
15/02/2017,64.57
16/02/2017,65.24
17/02/2017,64.69
21/02/2017,64.95
22/02/2017,64.39
23/02/2017,64.73
24/02/2017,64.8
27/02/2017,64.54
28/02/2017,64.2
01/03/2017,64.99
02/03/2017,64.75
03/03/2017,64.28
06/03/2017,64.56
07/03/2017,64.78
08/03/2017,65.08
09/03/2017,65.2
10/03/2017,65.26
13/03/2017,65.19
14/03/2017,64.55
15/03/2017,64.92
16/03/2017,64.76
17/03/2017,65.24
20/03/2017,65.17
21/03/2017,65.5
22/03/2017,65.14
23/03/2017,65.23
24/03/2017,65.45
27/03/2017,65.22
28/03/2017,65.47
29/03/2017,65.5
30/03/2017,65.98
31/03/2017,66.19
03/04/2017,65.94
04/04/2017,65.81
05/04/2017,66.35
06/04/2017,66.06
07/04/2017,65.96
10/04/2017,65.82
11/04/2017,65.61
12/04/2017,65.51
13/04/2017,65.86
17/04/2017,65.49
18/04/2017,65.71
19/04/2017,65.75
20/04/2017,65.75
21/04/2017,66.7
24/04/2017,67.66
25/04/2017,68.04
26/04/2017,68.31
27/04/2017,68.38
28/04/2017,69.14
01/05/2017,69.55
